id,sentence
1205,어디서 수작이야..
1206,너님 떠라이 나도 가끔 후배들에게 이런말 했는데..
1207,그 친구들 맘으로 이런 생각을 했겠군..
1208,이건 직장인들의 한결같은 마음이야 활기차게 출근한 아침..
1209,퇴근을 생각하면 기분이 좋아진데..
1210,나도 참 꾸준한 인물임..
1211,너 나랑 마음이 같구나!!
1212,매일 아침 일어날때 이 생각이 항상 들지.
1214,이런 욕하면 안되지..
1215,내일은 일이 많이 없기를..
1216,바래보면서 일욜을 마무리 해보자..
1217,약치기 작가님 팬해야 겠다..
1219,하루에 1포스팅 여러분 낚시하지마세요!!
1220,위에 사진만 봐도 대충 200정도 되는거 같은디..
1221,에버그린 칼레이도 그랜드코브라 피닉스 페더 다이와 질리언 시마노 알데바란 물고기 못 잡음..
1224,일어나는건 8시에는 일어났다..
1225,"늦잠 자고싶다 일어나서 동물농장 보고 피자 만들기 고고씽 간단하지만 재료는 또 준비를 해야지, 오늘은 좀 다른걸 넣어보고 싶어서 양송이 를 추가로 넣어봤다."
1226,"파프리카 는 슬라이스 하지 않고 잘게 양파처럼 썰어서 넣어보았고, 바질 마켓컬리 에서 주문한 바질 바질은 진짜 너무 싱싱하다는 근데 이번 바질은 잎이 엄청 크네?"
1227,조금 뜯었는데 또띠아피자 를 다 덮고 크아
1228,바질향 솔솔솔 치즈향도 솔솔솔 여기에 히비스커스 차랑 같이 아점을 먹었지
1229,또띠아를 3장 깔았는데 마요네즈 발라주고 중간에 또 소스를 넣고 그 위를 덮고 하니깐 더 맛있군
1230,이번 또띠아치즈피자 도 너무나도 성공적 이건 요리도 아니기에...
1231,"잘하고 말고도 없지만, 내가 이 피자를 많이 해먹는 이유는 잘 먹지 않는 것들을 더 잘 먹어서.."
1232,파프리카 양파 양송이 같은거 다음에는 다른걸 더 추가해서 넣어봐야겠다.
1233,컬리에서 주문한 오렌지 오렌지는 까는게 귀찮지만 맛은 좋지 이번 오렌지는 더 맛있네...
1234,내일 도시락에도 넣어주고 내일 도시락!
1235,"오렌지, 방울토마토, 파프리카 여기에 닭가슴살 넣으면 내일 도시락 로페믹서기 리뉴얼 버전!"
1236,여기 믹서리 진짜 잘 만드는데..
1237,이번 리뉴얼 버전도 너무 이쁘다.
1238,안그래도 엄마가 하나 필요하다고 했는데..
1239,구버전을 드릴지 신버전을 드릴지
1240,고민 오렌지쥬스 블루베리바나나스무디 스무디 먹다가 배 불러서 내일 먹을려고 냉장고에 넣어두었다.
1241,리뷰용 사진촬영은 5개 했어야 되는데 기간이 좀 남아서 3개만 촬영했다.
1242,어린이날 2개 더 촬영해야지 귀찮지만 오늘도 귀찮음을 이겨냈다.
1243,"오늘 하늘 너무너무 이쁘고, 공기도 너무 좋고, 그러나 나는 집콕 무릎아 얼른 좀 낫자"
1244,주말이 또 이렇게 지나간다
1245,5월 가정의달이지만 결혼하고 아이가 있으면서 해야할게 많아진 의무감이 가득한 5월인것 같다
1247,특히 7살 아드님 숙제가 많다
1248,버섯키우고 요리하기 숙제 버섯을 키우는것까지는 좋은데 요리하기엔 엄마가 신경쓸게 많다 칼쓰는것도 불안불안 결국 엄마가 잘게 썰어서 당근버섯밥 만들어서 인증사진 찍고 카페에 올림 2.
1249,독서일기 쓰기 한글 겨우 읽는 7살이라 책도 읽어주고 글쓰기 그림그리기 봐주다보면 혈압이 상승한다
1250,그냥 즐겁게 책 읽고 싶다 3.
1251,우리집 그림그리기 5월 가정의달을 맞아서 그림그리기 숙제까지 먼가 엄마가 집에서 해줄게 많아지는 느낌 학습지 숙제는 다음에 하자 슬퍼요.
1252,암튼 엄마직은 퇴근하고 싶은 오늘하루
1254,"하고 읽어보니 2주만 해시태그 블책 오늘일기 함께 사진과 단 1줄의 글만 써도 총 16,000원의 네이버 페이를 지급해준다는 어마어마한 이벤트였다."
1255,"역시나 주변 사람들에게 알려주니 난리가 났고, 서로 잊지 말고 알림해주자는 이야기를 했는데 그 때만 해도 그냥 수많은 이벤트 중 하나일 뿐이라는 느낌이었다."
1259,네이버 블로그 마케팅팀에서는 이 이벤트로 지급될 네이버 페이를 얼마로 책정했을까?
1260,얼마전 한 브랜드에서 유튜버와 협업으로 프로그램을 하나 진행하고 싶어했는데 예산 때문에 좀처럼 쉽지가 않았던 기억이 난다.
1261,고퀄리티로 진행이 되면 좋겠다는 부장은 예산만은 절대 넉넉하게 줄 수 없다고 실무자를 들들 볶아 정말 죽을 맛이라는 푸념을 하던 .
1262,뭐 멀리서 찾을 것도 없다.
1263,나 역시 아이가 어린이날이 코앞으로 다가와 선물을 사고 싶다며 이것저것 고를 때마다 예산 돈 을 벗어난다며 다른 선물을 골라 보라고 하며 마트의 장난감 코너를 30분이나 돌아다녔다.
1264,예산 좀 넉넉해졌으면...
1265,어제 사 온 미미인형 침대와 화장대 세트로 힘겹게 놀아 주며 주말 마무리 중...
1266,그나저나 종이 박스는 버리면 안되겠니....
1269,어제 매직을 한 터라 하룻동안은 머리를 감으면 안 돼서 늦잠을 잤다.
1270,7시20분에 일어나서 씻고 화장을 하고 주섬주섬 옷을 입고 출근 준비.
1271,출근을 하기 전에 죠스가 누워있는게 귀여워서 이불도 덮어줬다.
1272,햇빛들어오는건 미안.
1273,여기서 언제 이사갈지 몰라서 누나가 커텐은 못사겠어.
1274,어렸을 적 농사짓는 엄마가 새벽부터 밭일을 나갈때면 항상 내 이불을 덮어주고 나간게 생각이 나더라.
1275,새벽이라 졸린 눈을 제대로 뜨지는 못했지만 그 이불을 덮어주는 엄마의 따뜻한 손길이 좋았다.
1276,그때 엄마의 출근길은 가벼웠으려나.
1277,죠스한테 이불 덮어주면서 별 생각을 다한다.
1278,출근하는 길에는 초등학교가 하나 있다.
1279,초등학교 앞에는 항상 할아버지들이 안전 도우미를 하고 계시는데 그 길을 지나갈 때면 괜시리 마음이 좋아진다.
1280,오래 서 있어서 얼굴 찌푸릴 법도 한데 그런 법이 없다.
1281,아이들이 안녕하세요 인사하면 밝게 그들의 등교길을 응원한다.
1282,날이 제법 따뜻해 지더니 장미가 많이도 폈다.
1283,얼마 전 출근길에는 장미가 분명 한 송이 펴 있었는데..
1284,그 한 송이가 외로울까 친구들이 많이 생겼다.
1285,분명 이 길에 꽃 한 송이 없이 추운 겨울날에 이사를 오고 출근을 했었는데 벌써 봄꽃이 피기 시작한다.
1286,부산 사무실에서의 새로운 시작이 처음엔 참 많이 힘들었는데 이제 점심때 먹는 밥 한 공기를 다 먹을만큼 적응을 한 나처럼 말이다.
1287,초등학교 앞에는 아이들의 금연 포스터가 그려진 현수막이 걸려있다.
1288,순수한 아이들이 제법 섬짓한 생각도 많이 하더라.
1289,시작이 끝이다 이걸 쓴 아이는 나중에 크면 꼭 마케팅 관련 업무를 했으면 좋겠다.
1290,부모는 자식의 거울이라는 표어와 그림을 그린 친구도 있었다.
1291,아이들이 자유롭게 그린 작품들은 매일 아침 보면서도 기분이 좋으면서 그린 친구를 찾아가 칭찬을 해주고 싶은데 누가 그렸다는 이름이 없더라.
1292,다음부턴 출처를 정확히 기재해 주세요!
1293,요즘은 내가 갈 수 있는 결혼식은 웬만하면 가려고 노력중이다.
1294,"결혼에 대한 생각을 많이 하게되는 나이가 되면서, 내 결혼식에 온 사람은 내 평생 잊지못할 사람이 될 것 같은 생각이 들었다."
1295,그런 생각이 들고나서부터는 내가 갈 수 있는 결혼식은 꼭 가려고 노력중이다.
1296,단체사진도 빠짐없이 찍으려고 하는 편이다.
1297,"평생 남을 결혼식 단체사진에 사람이 많으면 인생을 잘 살아온거 같은 기분이 드니까, 조금 시간을 내서라도 찍고 오고 있다."
1298,결혼식을 연달아했던 회사 언니들이 신혼여행을 다녀와서 직원들에게 귀여운 선물들을 나눠줬다.
1299,지금은 맛있는 휘낭시에와 맥주를 마시면서 일기를 쓰는 중.
1300,언니들의 앞날에 행복만 가득하길 바라요 행복해요.
1301,월요일은 내가 가장 바쁜 날이다.
1302,산더미같은 일을 하나 하나 처리하고 나면 금새 점심시간이 된다.
1303,오늘은 더 셀 수도 없이 업무를 많이 했던 것 같다.
1304,오전에는 분노조절 장애가 온 것처럼 화가 사그라들지 않았다 사실 열받는 일이 많았다 왜 이렇게 화가나는지
1305,모르겠다며 말하는 나에게 귀여운 후배가 정상입니다!
1306,음 지극히 정상적인 일이었군.
1307,쉴 새없이 일을 하고 업무연락을 받고 회의를 하고 나니 금새 퇴근 시간이 되었다.
1308,일이 정말 많았지만 오늘 내가 수첩에 적어 놓은 일 중 하나 빼고 다 처리를 했다는게 기분이 좋다.
1309,그 한 개는 다른 이의 피드백이 있어야 진행이 되는 업무라 어쩔 수 없었다...
1310,6시 10분에 컴퓨터가 꺼져서 집에 오니 6시반쯤 되었다.
1311,죠스는 여전히 잘 자고 있었고 현재도 잘 자는 중.
1314,"로 쓰는 게 워낙 편하다 보니 1일차, 2일차는 그냥 간단하게 폰으로 썼어요"
1315,그럼 오늘은 좀 상세하게 하루 일과를 써볼까 해요
1316,가정주부의 거의 반복되는 아니 그냥 저의 일상 을 써볼 까 합니다
1317,"아침 4 5시 사이 기상 아침을 꼭 먹는 신랑 아침 식사와 도시락 준비 너무 힘든 날은 다시 잠을 자고 아님 책을 읽고, 유튜브 를 보거나 합니다"
1318,몇 년 전에 하기 시작한 주식 공부 정도 아침을 먹고 믹스커피 만 있다면 저는 이 시간이 젤 행복 합니다
1319,7시 8시 아이들 학교 준비를 합니다
1320,지금이야 조금 여유롭지만 아이들이 어릴 때는 밥이 입으로 들어가는지 코로 들어가는지 정말 정신없었어요
1321,이후 아이들이 학교에 가면 를 켜고 메일이며 블로그 확인합니다
1322,주식창도 좀 보고요 그리고 매일 설거지랑 빨래를 합니다
1323,더 많은 일을 하지만 생략 둘 다 학교 가는 날이 편하긴 했는데 ...
1324,지금은 한 녀석 가면 한 녀석은 늘 같이 있답니다 아님 둘 다 같이 있는 날이 더 많아요
1327,이하 생략 이후 서포터즈 활동이나 미싱 작업을 합니다
1328,한 번에 완성은 못하고 다른 할 일을 합니다
1329,주말에 놀았더니만 밀린 빨래가 많더라고요
1330,빨래를 개고 점심 먹고 설거지며 집안일을 또 합니다
1331,욕실 청소라든지 기타 등등 잡일이 많아요
1332,빨래도 흰색 옷은 거의 손빨래라 슬퍼요.
1333,그리고 시장이나 마트 에 다녀옵니다 양배추 크기가 어마어마합니다
1334,저녁 준비를 합니다
1335,저녁은 닭갈비입니다
1336,저녁을 먹고 아침에 싸준 빈 도시락통 과 저녁 먹은 그릇을 설거지를 합니다
1337,도시락은 솔직하게 정말 귀찮은 일입니다
1338,아침에 국이며 반찬을 준비해야 하면 정신이 없어서 전날에 미리미리 준비합니다
1339,지난번 엄마가 준 나물도 너무 오래 두면 버려야 하니 아까워서 삶아 둡니다
1340,쌀을 씻어놓고 8시 반 정도 청소기를 돌리고 마무리를 합니다
1341,아이들 공부며 이것저것 봐주고 하다 보면 금방 10시 정도 아이들은 바로 씻는 경우는 없어요
1342,씻고 학교 갈 준비하란 말을 5번 이상은 합니다 불이 꺼지고 조용히 방으로 와서 이어폰을 끼고 유튜브로 마무리를 합니다
1343,이상 별거 아닌 가정주부 일상 일기였습니다
1345,오늘만 좀 길게 쓰고 낼부터는 또 짧게 써야겠습니다
1346,오늘일기 끝 별거없는 하루지만 그래도 행복하다
1347,2주동안 쓸 수 있을까?!
1348,주말 잘 보내셨나요?
1349,싶더니 으슬으슬 추워요.
1350,"이젠 5월이라고 얇은 가디건 하나 걸치고 돌아다녔더니, 감기라도 올 것 같은 느낌..."
1353,자세한 후기는 나중에 할게요
1354,삼성디프 갤러리아광교점 다녀왔습니다.
1355,"집 근처라 산책 코스로 가는 곳인데, 삼성디프에 자주 들러서 이것저것 둘러보고 오곤 하거든요."
1356,오늘은 저녁 시간을 이용해서 신상 삼성 노트북 보러 다녀왔어요.
1357,얼마전에 제가 삼성 노트북 갤럭시북 플렉스2 후기 를 남긴 적이 있었죠?
1358,"제이가 노트북 산 지 약 한 달 정도 되었는데, 글쎄 그게 나온지 4 5개월 지나 단종됐지 뭐예요!"
1359,후기 쓰자마자 단종!!!
1360,"갤럭시북 플렉스2가 단종된 이유는, 정확하지 않지만 스펙이 너무 좋아서??"
1361,"아예 고스펙인 게이밍 노트북을 구매하지 않는 이상, 다들 적당한 가격선에서 사무용 노트북을 구매하다보니, 플렉스2 수요가 적었던게 아닐까 해요."
1362,에린피셜 플렉스2 스펙이 꽤 좋았거든요.
1363,"신상 노트북은 바로, 삼성 갤럭시북 프로 프로 360 입니다."
1364,"오늘 포스팅은 이렇게 다녀와서 보고왔다 정도의 포스팅이지, 분석과 정보가 바짝 들어간 포스팅은 아님을 유의 해주세요."
1366,은근 혜택이 많은 것 같아요.
