en_sentence,ko_sentence,emotion
i like listening to hardcore sxe music its the one thing that lets me feel rebellious while not chocolating out or spending till its gone,나는 하드코어 섹스 음악을 듣는 것을 좋아한다. 그것은 내가 초콜릿이나 그것이 사라질 때까지 소비하지 않으면서 반항심을 느끼게 하는 유일한 것이다.,anger
i feel the time at hand my beloved signals his agreement,나는 내 사랑하는 사람이 가까이에 있는 시간이 그의 동의를 나타내는 것을 느낀다.,love
i don t even feel particularly loyal to shell,나는 심지어 조개껍데기에 특별히 충성스럽다고 느끼지 않는다.,love
i feel its casual and straight up,나는 그것이 캐주얼하고 똑바로 느껴져.,joy
i feel ashamed that i so readily turn it aside,나는 그것을 그렇게 쉽게 외면하는 것이 부끄럽다.,sadness
i guess they cant help but at least feel remorseful that she died so horribly and im pretty sure matt wasnt crying because he cared,나는 그들이 적어도 그녀가 그렇게 끔찍하게 죽은 것에 대해 후회하지 않을 수 없다고 생각한다. 그리고 나는 매트가 그가 신경 썼기 때문에 울지 않았다고 확신한다.,sadness
i feel so annoyed,나는 너무 짜증난다,anger
i just feel like a smarter more well rounded person because of it,나는 그것 때문에 더 똑똑하고 둥근 사람이 된 것 같아.,joy
i was bopping around the house yesterday singing to myself and possibly out loud just a bit i feel charming oh so charming,"나는 어제 혼자 노래를 부르며 집 안을 뛰어다니고 있었고 아마도 조금 큰 소리로 나는 매력적으로 느껴진다. 오, 너무 매력적이다.",joy
i am feeling very unsure of my future,나는 내 미래에 대해 매우 확신하지 못한다.,fear
i came across the exchange point feeling strong,나는 강한 기분을 느끼며 교환점을 찾았다.,joy
i really remember is feeling wonderful in the oatmeal bath,나는 오트밀 목욕탕에서 기분이 아주 좋았던 것을 기억한다.,joy
i got separated from the man i loved,나는 내가 사랑했던 남자와 헤어졌다.,sadness
i feel todays schedule was an aching am to pm backed up by a mere hours of sleep one sandwich and tall espresso,나는 오늘 일정이 샌드위치와 큰 에스프레소 한 잔의 단시간 수면으로 뒷받침된 아픈 오전 오후라고 느낀다.,sadness
i could feel the delicate pressure of her fingers searching to feel my arm beneath the course fabric,나는 코스 원단 아래에서 내 팔을 느끼려고 찾는 그녀의 손가락의 섬세한 압력을 느낄 수 있었다.,love
ive clawed time back and i still feel strong,나는 시간을 되찾았고 나는 여전히 강하게 느낀다.,joy
i didn t walk the whole distance just sampled four or five stretches but i came home feel charmed by the experience,나는 모든 거리를 걷지 않고 단지 네다섯 번의 스트레칭을 샘플링했지만 나는 그 경험에 매료되어 집에 왔다.,joy
i love feeling brave,나는 용감함을 느끼는 것을 좋아한다.,joy
i wake up in the morning and have my voice and my throat feels ok but by the afternoon its all scratchy again and i sound like marge simpson until the night when its so bad and my throat is so sore i just have to whisper,나는 아침에 일어나서 내 목소리와 내 목은 괜찮지만 오후가 되면 다시 긁히고 너무 나쁘고 목이 너무 아픈 밤까지 마치 매지 심슨처럼 들린다. 나는 속삭여야만 한다.,joy
im going to sleep now while i still feel triumphant,나는 여전히 승리감을 느끼는 동안 지금 잘 것이다.,joy
i have one of the guest rooms in our current house that was supposed to be my craft office closet but i honestly never use it since it is up stairs in a cold or hot room that i feel i can t get messy,나는 현재 우리 집에 내 공예 사무실 옷장이어야 했던 게스트룸 중 하나가 있지만 솔직히 나는 그것을 절대 사용하지 않는다. 왜냐하면 그것은 내가 지저분해질 수 없다고 느낄 정도로 춥거나 더운 방 위층이기 때문이다.,sadness
i also have a niggling feeling that im getting complacent in my abilities,나 또한 내 능력에 안주하고 있다는 작은 느낌이 든다.,joy
i feel at ease after sweet communing teach me it is far too little i know and do,달콤한 의사소통을 한 후 나는 편안함을 느낀다. 너무 적다는 것을 가르쳐줘. 나는 알고 있고 한다.,love
i feel combination slightly superior sitting in on virtual event you ll feel as if it s another day office,나는 가상 이벤트에 앉아 있는 조합이 약간 우월하다고 느낀다. 당신은 그것이 다른 일일 사무실처럼 느낄 것이다.,joy
i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,나는 내 평생 동안 내가 느꼈던 것 중 가장 공포를 느꼈고 그것이 지금도 나에게 영향을 미치고 있다는 것을 기억하지만 그것이 트라우마 때문이라고 생각한 적은 없다.,fear
i put up my christmas tree and im feeling fairly festive,나는 내 크리스마스 트리를 세우고 꽤 축제 기분이다.,joy
i feel numb the way a wound does before it really starts to hurt,나는 상처가 정말로 아프기 전에 하는 것처럼 감각이 없다.,sadness
i didnt want others negative energy weighing us down and influencing my feelings and thought process during this special time,나는 다른 사람들이 이 특별한 시간 동안 우리를 짓누르고 내 감정과 사고 과정에 영향을 미치는 부정적인 에너지를 원하지 않았다.,joy
i feel glad and proud myself i could answer some complicated questions that i can t ever been done before,나는 내가 이전에 할 수 없었던 몇 가지 복잡한 질문에 대답할 수 있어서 기쁘고 자랑스럽다.,joy
im just feeling very uncertain and,나는 그저 매우 불확실하고.,fear
i tell people it feels like i am trying to convince people i am innocent but no one believes me,나는 사람들에게 내가 무죄라고 설득하려는 것처럼 느껴지지만 아무도 나를 믿지 않는다고 말한다.,joy
i feel very very burdened by so many situations around me right now,나는 지금 내 주변의 너무 많은 상황들에 매우 부담을 느낀다.,sadness
im not sure i relish the feeling of squelching mud between my toes when its contents are uncertain,내용물이 불확실할 때 발가락 사이에 진흙을 끼얹는 느낌을 좋아하는지 잘 모르겠다.,fear
i do not always find myself feeling thankful but over the years i ve gathered a few tricks that allow me to feel grateful in the face of moments when the last thing i want to do is say thanks,"나는 항상 감사함을 느끼는 나 자신을 발견하지는 못하지만, 몇 년 동안 내가 마지막으로 하고 싶은 말이 감사하다는 것을 느낄 수 있는 몇 가지 속임수를 모았습니다.",joy
im constantly feeling alone,나는 끊임없이 외로움을 느낀다.,sadness
im taking advantage of feeling artistic incase it runs away again bell had her baby the other day yay,나는 그것이 다시 도망갈 경우에 예술적인 느낌을 받는 것을 이용하고 있다. 벨은 요전에 그녀의 아기를 가졌다.,joy
i still feel ashamed that i live in a world of people who dont know how,나는 여전히 내가 어떻게 하는지 모르는 사람들의 세상에 살고 있다는 것이 부끄럽다.,sadness
i don t want you to feel pressured into making love,나는 네가 사랑을 해야 한다는 압박감을 느끼지 않았으면 좋겠어.,fear
i feel like im actually supporting myself by making use of what i know and love,나는 내가 알고 사랑하는 것을 이용하여 실제로 나를 부양하고 있다고 느낀다.,joy
i ask her what shed like to do and she just says she doesnt mind so i am always making suggestions and just feel like im having to try every day to keep her entertained,나는 그녀에게 그녀가 무엇을 하는 것을 좋아하는지 물었고 그녀는 그저 상관없다고 말했기 때문에 나는 항상 제안을 하고 있고 그녀를 즐겁게 하기 위해 매일 노력해야 한다고 느낀다.,joy
i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,나는 내 고양이를 포함한 내 주변의 모든 사람들이 자기 혐오 생각에 너무 많은 시간을 보내는 것이 부당하고 불필요한 우울증에 빠지고 그런 년처럼 행동하는 것에 대해 극도로 죄책감을 느끼는 것을 좋아한다.,fear
i honestly believe those darker days are the reason i push so hard to be someone of worth in my future i feel it is my duty to make up for all the time i lost,나는 솔직히 그 어두운 날들이 내가 미래에 가치 있는 사람이 되기 위해 그렇게 열심히 밀어붙이는 이유라고 믿는다. 나는 내가 잃어버린 모든 시간을 보상하는 것이 나의 의무라고 느낀다.,sadness
